Horodatage,Objet,Verdict,Rapport,Vérification Liens
2025-04-20 19:55:49,Profitez de notre offre : 3 mois de Spotify Premium pour 0 MAD,Sûr,"Le message est signé de Spotify, domaine largement connu et fiable. Aucune demande d’argent, pas de récupération de données personnelles, le contenu suit un style typique de Spotify. Il y a également des liens vers des sites officiels de Spotify, comme l'Apple Store pour l'iPhone et l'iPad, Google Play Store pour Android ainsi que le site officiel de Spotify pour d'autres plates-formes. Enfin, l'utilisateur a été invité de désabonner du service au cas où il ne souhaiterait plus recevoir des e-mails de Spotify, un traitement solide en matière de confidentialité.","Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: itunes.apple.com MX: Non | WHOIS: Apple Inc., Créé: 1987-02-19 05:00:00 | IP: 104.83.192.24 Domaine: itunes.apple.com MX: Non | WHOIS: Apple Inc., Créé: 1987-02-19 05:00:00 | IP: 104.83.192.24 Domaine: play.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 142.250.200.142 Domaine: www.spotify.com MX: Non | WHOIS: N/A, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24"
2025-04-20 19:56:19,"Nouveau support de cours : ""TP6""",Sûr,"Le domaine utilisé est connu, googele.com, qui est réputé pour faire partie des domaines Internet les plus fiables (Google LLC). Le contenu du message est clairement un message de notification informatif (cours et TP) et non un message de processus et pas soit pas une invitation directe à fournir des informations personnelles. Le message n'y contient pas non plus de liens ou contenu ambigu. Il a donc été classé comme sûr.","Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84 Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84 Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84 Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84"
2025-04-20 19:56:35,❤️‍🔥 Mehdi is counting on you! Protect your Friend Streak.,Sûr,"Le message est considéré sûr car il provient du domaine connnu Duolingo (www.duolingo.com) et il est probablement une simple invitation à l'utilisateur pour continuer son apprentissage de l'espagnol en utilisant son service. Le message contient également un lien valide vers le site web de Duolingo pour commencer une leçon. En outre, il y a une option pour désabonner et ainsi empêcher de recevoir ces notifications à l'avenir.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.206.225.244 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.206.225.244"
2025-04-20 19:59:12,Soignez votre image sur les réseaux sociaux grâce aux templates,Sûr,"Le message provient d'un domaine connu (Adobe) sans aucune anomalie dans sa réputation. Le contenu du message est adéquat puisqu'il concerne une demande de désinscription à un newsletter, des informations sur la confidentialité des données, des liens vers les différentes politiques privacées d'Adobe, ainsi qu'un lien vers les options d'contact.","Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.8 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.8 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.8 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.8"
2025-04-20 20:00:07,Join Us in Making a Difference with the Social Project,Menace,"Le message est suspect car il contient une demande de donné un lien suspect payant (gazapeople <https://studio.buymeacoffee.com/extras>). LinkedIn est un domaine connu mais ce message ne provient pas de LinkedIn, il s'agit donc d'un faux (phishing) et l'on ne devrait pas cliquer sur le lien proposé.","Domaine: studio.buymeacoffee.com MX: Non | WHOIS: Domains By Proxy, LLC, Créé: [datetime.datetime(2015, 2, 6, 19, 10, 10), datetime.datetime(2015, 2, 6, 14, 10, 10)] | IP: 104.26.3.199"
2025-04-20 20:00:34,Soignez votre image sur les réseaux sociaux grâce aux templates,Sûr,Le message est envoyé depuis un domaine connu d'Adobe (t-info.mail.adobe.com). Il contient les logo et mentions légales appropriés. Il demande de se désinscrire par une adresse d'URL spécifique à Adobe et contient un lien valide vers sa politique de confidentialité. Le style d'écriture est conforme à celui d'Adobe.,"Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.70 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.70 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.70 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.70"
2025-04-20 20:01:33,Join Us in Making a Difference with the Social Project,Menace,"Le message est suspect car il contient une demande de donné un lien suspect payant (gazapeople <https://studio.buymeacoffee.com/extras>). LinkedIn est un domaine connu mais ce message ne provient pas de LinkedIn, il s'agit donc d'un faux (phishing) et l'on ne devrait pas cliquer sur le lien proposé.","Domaine: studio.buymeacoffee.com MX: Non | WHOIS: Domains By Proxy, LLC, Créé: [datetime.datetime(2015, 2, 6, 19, 10, 10), datetime.datetime(2015, 2, 6, 14, 10, 10)] | IP: 104.26.3.199"
2025-04-20 20:02:00,Soignez votre image sur les réseaux sociaux grâce aux templates,Sûr,"Le message a été envoyé par Adobe Systems Software Ireland Limited, domaine connu et quant à l'apparence, il est conforme à ses communications habituelles. Il n'y a pas de demande d'argent, d'informations personnelles ou de liens douteux.","Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36"
2025-04-20 20:04:35,Join Us in Making a Difference with the Social Project,Suspect,Analyse indisponible,"Domaine: studio.buymeacoffee.com MX: Non | WHOIS: Domains By Proxy, LLC, Créé: [datetime.datetime(2015, 2, 6, 19, 10, 10), datetime.datetime(2015, 2, 6, 14, 10, 10)] | IP: 104.26.3.199"
2025-04-20 20:04:47,Join Us in Making a Difference with the Social Project,Suspect,Analyse indisponible,"Domaine: studio.buymeacoffee.com MX: Non | WHOIS: Domains By Proxy, LLC, Créé: [datetime.datetime(2015, 2, 6, 19, 10, 10), datetime.datetime(2015, 2, 6, 14, 10, 10)] | IP: 104.26.3.199"
2025-04-20 20:04:59,Join Us in Making a Difference with the Social Project,Suspect,Analyse indisponible,"Domaine: studio.buymeacoffee.com MX: Non | WHOIS: Domains By Proxy, LLC, Créé: [datetime.datetime(2015, 2, 6, 19, 10, 10), datetime.datetime(2015, 2, 6, 14, 10, 10)] | IP: 104.26.3.199"
2025-04-20 20:05:32,Soignez votre image sur les réseaux sociaux grâce aux templates,Sûr,"Le message est classé comme sûr car il provient du domaine Adobe. Le lien utilisé (t-info.mail.adobe.com) est le domaine légitime d'Adobe et son utilisation dans ce message correspond à une distribution de courriel commerciale. Quelques précautions subsistent toutefois : les internautes sont invités à ne pas répondre au message, à ne pas cliquer sur les liens exposés sans les vérifier et à consulter soigneusement les politiques de confidentialité avant de cliquer sur les liens contenant des informations personnelles.","Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36"
2025-04-20 20:07:04,Urgent Action Required: Access Your LinkedIn Account,Menace,Analyse indisponible,"Domaine: studio.buymeacoffee.com MX: Non | WHOIS: Domains By Proxy, LLC, Créé: [datetime.datetime(2015, 2, 6, 19, 10, 10), datetime.datetime(2015, 2, 6, 14, 10, 10)] | IP: 104.26.3.199"
2025-04-20 20:07:05,Join Us in Making a Difference with the Social Project,Sûr,"Le message est classé comme sûr car il provient du domaine Adobe. Le lien utilisé (t-info.mail.adobe.com) est le domaine légitime d'Adobe et son utilisation dans ce message correspond à une distribution de courriel commerciale. Quelques précautions subsistent toutefois : les internautes sont invités à ne pas répondre au message, à ne pas cliquer sur les liens exposés sans les vérifier et à consulter soigneusement les politiques de confidentialité avant de cliquer sur les liens contenant des informations personnelles.","Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36"
2025-04-20 20:07:33,Soignez votre image sur les réseaux sociaux grâce aux templates,Sûr,"Le message provient d'un domaine connu (Adobe) et contient des signes d'un message commercial standard. Il ne Suscite pas vraiment de souci suspect, même si les liens contiennent des caractères spéciaux qui ne sont généralement pas recommandés. Par ailleurs, il est possible d'accéder à des informations importantes (liens pour se désinscrire, la politique de confidentialité...) sans passer par les liens suspects. Il est toujours recommandé de vérifier l'intégrité de ces liens, mais les contenus du message ne posent pas de menace publiquement visible.","Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36"
2025-04-20 20:08:51,Profitez de notre offre : 3 mois de Spotify Premium pour 0 MAD,Sûr,"Le message semble provenir de Spotify en utilisant des liens connu et de la marque de la compagnie. Néanmoins, il y a deux liens utilisé pour les systemes mobiles différents (iPhone et Android) qui ne correspondent pas au domaine principal de Spotify. La mise en évidence des menus de désabonnement et de modification des notifications sont également des éléments suggestifs du sérieux de l'envoi.","Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: itunes.apple.com MX: Non | WHOIS: Apple Inc., Créé: 1987-02-19 05:00:00 | IP: 104.83.192.24 Domaine: itunes.apple.com MX: Non | WHOIS: Apple Inc., Créé: 1987-02-19 05:00:00 | IP: 104.83.192.24 Domaine: play.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 142.250.200.142 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24"
2025-04-20 20:09:22,"Nouveau support de cours : ""TP6""",Sûr,"Le message contient un lien vers Google Classroom, qui est un service connu et fiable de Google. Le message n’ouvre pas non plus sur une page de saisie d’informations personnelles et le style d’écriture est cohérent avec ce que l’on peut attendre de Google. Il ne contient pas de demande d’argent, couleur rouge, ou autres signaux de phishing. Le domaine accounts.google.com est fiable, car il mappait au profil de Google, qui mène à des adresses MX qui sont toutes inactives. Les IP associées au domaine sont sujet à des contrôles réguliers et sont classées comme sécurisées.","Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84 Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84 Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84 Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84"
2025-04-20 20:10:14,Urgent Action Required: Access Your LinkedIn Account,Menace,Analyse indisponible,"Domaine: studio.buymeacoffee.com MX: Non | WHOIS: Domains By Proxy, LLC, Créé: [datetime.datetime(2015, 2, 6, 19, 10, 10), datetime.datetime(2015, 2, 6, 14, 10, 10)] | IP: 104.26.3.199"
2025-04-20 20:10:15,Join Us in Making a Difference with the Social Project,Sûr,"Le message est classé comme sûr car il provient du domaine Adobe. Le lien utilisé (t-info.mail.adobe.com) est le domaine légitime d'Adobe et son utilisation dans ce message correspond à une distribution de courriel commerciale. Quelques précautions subsistent toutefois : les internautes sont invités à ne pas répondre au message, à ne pas cliquer sur les liens exposés sans les vérifier et à consulter soigneusement les politiques de confidentialité avant de cliquer sur les liens contenant des informations personnelles.","Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36"
2025-04-20 20:10:16,Soignez votre image sur les réseaux sociaux grâce aux templates,Sûr,"Le message provient d'un domaine connu (Adobe) et contient des signes d'un message commercial standard. Il ne Suscite pas vraiment de souci suspect, même si les liens contiennent des caractères spéciaux qui ne sont généralement pas recommandés. Par ailleurs, il est possible d'accéder à des informations importantes (liens pour se désinscrire, la politique de confidentialité...) sans passer par les liens suspects. Il est toujours recommandé de vérifier l'intégrité de ces liens, mais les contenus du message ne posent pas de menace publiquement visible.","Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36"
2025-04-20 20:10:17,Profitez de notre offre : 3 mois de Spotify Premium pour 0 MAD,Sûr,"Le message semble provenir de Spotify en utilisant des liens connu et de la marque de la compagnie. Néanmoins, il y a deux liens utilisé pour les systemes mobiles différents (iPhone et Android) qui ne correspondent pas au domaine principal de Spotify. La mise en évidence des menus de désabonnement et de modification des notifications sont également des éléments suggestifs du sérieux de l'envoi.","Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: itunes.apple.com MX: Non | WHOIS: Apple Inc., Créé: 1987-02-19 05:00:00 | IP: 104.83.192.24 Domaine: itunes.apple.com MX: Non | WHOIS: Apple Inc., Créé: 1987-02-19 05:00:00 | IP: 104.83.192.24 Domaine: play.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 142.250.200.142 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24 Domaine: www.spotify.com MX: Non | WHOIS: Spotify AB, Créé: 2006-04-23 09:07:50 | IP: 35.186.224.24"
2025-04-20 20:10:18,"Nouveau support de cours : ""TP6""",Sûr,"Le message contient un lien vers Google Classroom, qui est un service connu et fiable de Google. Le message n’ouvre pas non plus sur une page de saisie d’informations personnelles et le style d’écriture est cohérent avec ce que l’on peut attendre de Google. Il ne contient pas de demande d’argent, couleur rouge, ou autres signaux de phishing. Le domaine accounts.google.com est fiable, car il mappait au profil de Google, qui mène à des adresses MX qui sont toutes inactives. Les IP associées au domaine sont sujet à des contrôles réguliers et sont classées comme sécurisées.","Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84 Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84 Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84 Domaine: accounts.google.com MX: Non | WHOIS: Google LLC, Créé: [datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 7, 0, tzinfo=datetime.timezone.utc)] | IP: 64.233.184.84"
2025-04-20 20:10:40,Urgent Action Required: Access Your LinkedIn Account,Menace,Analyse indisponible,"Domaine: studio.buymeacoffee.com MX: Non | WHOIS: Domains By Proxy, LLC, Créé: [datetime.datetime(2015, 2, 6, 19, 10, 10), datetime.datetime(2015, 2, 6, 14, 10, 10)] | IP: 104.26.3.199"
2025-04-20 20:10:41,Join Us in Making a Difference with the Social Project,Sûr,"Le message est classé comme sûr car il provient du domaine Adobe. Le lien utilisé (t-info.mail.adobe.com) est le domaine légitime d'Adobe et son utilisation dans ce message correspond à une distribution de courriel commerciale. Quelques précautions subsistent toutefois : les internautes sont invités à ne pas répondre au message, à ne pas cliquer sur les liens exposés sans les vérifier et à consulter soigneusement les politiques de confidentialité avant de cliquer sur les liens contenant des informations personnelles.","Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36"
2025-04-20 20:10:42,Soignez votre image sur les réseaux sociaux grâce aux templates,Sûr,"Le message provient d'un domaine connu (Adobe) et contient des signes d'un message commercial standard. Il ne Suscite pas vraiment de souci suspect, même si les liens contiennent des caractères spéciaux qui ne sont généralement pas recommandés. Par ailleurs, il est possible d'accéder à des informations importantes (liens pour se désinscrire, la politique de confidentialité...) sans passer par les liens suspects. Il est toujours recommandé de vérifier l'intégrité de ces liens, mais les contenus du message ne posent pas de menace publiquement visible.","Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36 Domaine: t-info.mail.adobe.com MX: Non | WHOIS: Adobe Inc., Créé: 1986-11-17 05:00:00 | IP: 52.84.66.36"
